loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount,customer_name,age,gender,nationality,occupation,employment_status,city,state,customer_segment,loyalty_classification,fee_structure,investment_advisor,joined_bank,annual_income,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio,age_group,income_band,customer_tenure_years,credit_utilization_band,credit_score_band,dti_band,ltv_band,has_recent_delinquency,loan_to_income_ratio,exposure_after_deposits
LOAN003484,CUST10162,Personal Loan,957345.77,42,12.96,2023-07-26,Unsecured,0.0,28473.9,Personal Expense,686.0,0.435,,3,156,Defaulted,1,Medium,47435.02,Meera Mehta,63,Female,Indian,Data Analyst,Salaried,Hyderabad,Karnataka,Private Banking,Gold,Standard,Advisor C,2018-11-10,1459148.94,121595.74,4408565.12,775295.89,2130165.53,513833.79,337719.06,0.657,139998.84,32243.61,7314026.54,5.013,56-65,Middle,7.7,High,Good,35-45%,,True,0.66,0.0
LOAN003485,CUST00594,Home Loan,2365677.28,250,9.78,2025-11-28,Property,3632561.03,22197.85,Home Purchase,712.0,0.502,0.651,0,0,Current,0,Low,42508.82,Shawn Menon,50,Male,Indian,Retired,Retired,Hyderabad,Rajasthan,Private Banking,Silver,Standard,Advisor A,2002-11-30,945340.65,78778.39,2330366.5,187216.09,1507604.01,92054.2,38860.21,0.422,117547.78,19413.44,4025186.6,4.258,46-55,Middle,23.6,Moderate,Good,45-60%,60-80%,False,2.5,0.0
LOAN003486,CUST07736,Auto Loan,1050826.0,63,10.07,2025-11-02,Vehicle,1949692.9,21543.86,Vehicle Purchase,683.0,0.466,0.539,0,0,Paid Off,0,Low,15444.95,Ira Rao,28,Female,Indian,Accountant,Business Owner,Lucknow,Rajasthan,Retail,Silver,Premium,Advisor D,2012-12-08,1005970.45,83830.87,2368895.26,221329.64,1424679.15,142962.9,25663.86,0.18,524467.23,20667.07,4014904.05,3.991,26-35,Middle,13.6,Low,Good,45-60%,<=60%,False,1.04,0.0
LOAN003487,CUST08116,Auto Loan,827269.06,63,11.7,2020-01-31,Vehicle,1428643.29,17636.44,Vehicle Purchase,656.0,0.665,0.579,0,0,Current,0,Medium,22213.81,Reyansh Wilson,30,Male,Indian,Sales Manager,Contract,Chennai,Gujarat,Priority,Platinum,Standard,Advisor B,2018-09-21,1639767.88,136647.32,2486388.02,351785.74,1411734.75,133806.89,11158.93,0.083,31570.2,64684.19,4249908.51,2.592,26-35,High,7.8,Low,Fair,>60%,<=60%,False,0.5,0.0
LOAN003488,CUST00851,Auto Loan,356862.81,61,10.98,2019-04-25,Vehicle,678120.34,7660.0,Vehicle Purchase,746.0,0.383,0.526,0,0,Current,0,Low,4075.17,Aarav Patel,57,Female,American,Software Engineer,Business Owner,Ahmedabad,Gujarat,Retail,Silver,Discounted,Advisor D,2017-04-24,523568.35,43630.7,694936.3,99029.36,323815.46,173216.63,78149.67,0.451,116201.36,10604.98,1117781.12,2.135,56-65,Lower Middle,9.2,Moderate,Very Good,35-45%,<=60%,False,0.68,0.0
LOAN003489,CUST13076,Business Loan,1538250.8,82,13.28,2024-12-09,Business Asset,1739717.16,28637.64,Business Expansion,540.0,1.35,0.884,4,128,Written Off,1,High,507240.94,Aadhya Wilson,41,Female,Indian,Business Owner,Salaried,Kolkata,Telangana,Priority,Silver,Standard,Advisor C,2005-01-31,383395.91,31949.66,841281.69,140377.37,516713.2,34378.79,5183.96,0.151,3358558.62,16397.54,1498372.26,3.908,36-45,Low,21.5,Low,Poor,>60%,80-95%,True,4.01,39878.54000000004
LOAN003490,CUST09021,Home Loan,3263063.03,248,10.24,2023-08-07,Property,4277151.95,31698.27,Home Purchase,610.0,0.872,0.763,2,32,Current,0,Medium,369285.63,Maya Khan,36,Female,Indian,Lawyer,Salaried,Hyderabad,Tamil Nadu,Retail,Platinum,Standard,Advisor E,2005-02-20,649353.7,54112.81,1487365.07,287873.84,846855.94,44670.57,8222.79,0.184,438306.95,12716.93,2622094.85,4.038,36-45,Lower Middle,21.4,Low,Fair,>60%,60-80%,True,5.03,640968.1799999997
LOAN003491,CUST14229,Business Loan,2340256.25,83,14.58,2020-05-13,Unsecured,0.0,44920.15,Business Expansion,650.0,1.224,,5,85,Restructured,0,High,742706.25,Karan Roy,60,Male,Indian,Self Employed,Business Owner,Kolkata,Rajasthan,Priority,Gold,Premium,Advisor D,2021-06-22,876730.43,73060.87,2454579.7,449993.51,1384600.19,184165.52,8716.35,0.047,1130170.81,40179.58,4289173.4,4.892,56-65,Middle,5.1,Low,Fair,>60%,,True,2.67,0.0
LOAN003492,CUST12556,Education Loan,374995.84,77,11.93,2025-05-16,Fixed Deposit,598084.25,6992.68,Higher Education,663.0,0.558,0.627,0,0,Current,0,Low,7746.75,Ananya Gupta,80,Female,Indian,Data Analyst,Salaried,Chennai,Maharashtra,Retail,Silver,Standard,Advisor C,2009-05-14,612089.58,51007.46,650276.58,72257.04,208714.81,56238.43,13412.41,0.238,372755.95,18862.56,931248.43,1.521,66+,Lower Middle,17.2,Low,Fair,45-60%,60-80%,False,0.61,0.0
LOAN003493,CUST04400,Home Loan,1537459.52,248,9.25,2021-11-12,Property,1660819.48,13924.98,Home Purchase,703.0,0.515,0.926,0,0,Current,0,Low,36261.05,Aarav Khan,50,Female,Indian,Doctor,Salaried,Lucknow,Gujarat,Priority,Silver,Discounted,Advisor B,2019-01-14,660825.62,55068.8,1306981.53,256898.96,515353.12,56266.11,8635.27,0.153,217616.61,18023.73,2079233.61,3.146,46-55,Lower Middle,7.5,Low,Good,45-60%,80-95%,False,2.33,0.0
LOAN003494,CUST14549,Home Loan,3421134.65,236,6.5,2024-01-12,Property,5547246.98,25718.54,Home Purchase,620.0,1.234,0.617,8,180,Defaulted,1,High,703013.59,Aarav Patel,29,Male,Indian,Data Analyst,Contract,Hyderabad,Gujarat,Retail,Jade,Premium,Advisor E,2020-06-04,518308.38,43192.36,492265.83,94127.18,209429.53,73240.47,9878.15,0.135,63313.56,25423.77,795822.54,1.535,26-35,Lower Middle,6.1,Low,Fair,>60%,60-80%,True,6.6,2625312.11
LOAN003495,CUST05055,Business Loan,6446429.67,94,15.1,2019-02-10,Business Asset,11939942.38,117337.07,Business Expansion,626.0,0.777,0.54,4,84,Restructured,0,High,878632.42,Shaurya Patel,46,Male,Indian,Shop Owner,Salaried,Bengaluru,West Bengal,Priority,Gold,Standard,Advisor F,2023-05-25,2630312.11,219192.68,3662216.5,617240.61,2024855.47,747935.68,129974.16,0.174,573769.31,55161.16,6304312.58,2.397,46-55,High,3.2,Low,Fair,>60%,<=60%,True,2.45,142117.08999999985
LOAN003496,CUST03450,Business Loan,1619134.7,93,12.34,2024-04-30,Business Asset,1729019.2,27125.13,Business Expansion,601.0,1.155,0.936,3,180,Defaulted,1,High,556769.93,Karan Roy,41,Male,Asian,Consultant,Salaried,Hyderabad,Delhi,Priority,Silver,Standard,Advisor C,2010-07-07,534121.42,44510.12,1007424.8,116960.05,625736.18,132390.4,93753.59,0.708,4144678.74,28185.03,1750121.03,3.277,36-45,Lower Middle,16.0,High,Fair,>60%,80-95%,True,3.03,0.0
LOAN003497,CUST08242,Auto Loan,296900.04,65,10.19,2020-08-22,Vehicle,329489.67,5987.74,Vehicle Purchase,672.0,0.495,0.901,0,0,Current,0,Low,6478.72,Meera Cunningham,46,Male,Middle Eastern,Lawyer,Salaried,Ahmedabad,Uttar Pradesh,Priority,Silver,Standard,Advisor A,2003-10-08,509695.78,42474.65,1094743.33,143628.63,634990.52,84980.2,13571.7,0.16,22402.1,17252.04,1873362.48,3.675,46-55,Lower Middle,22.8,Low,Good,45-60%,80-95%,False,0.58,0.0
LOAN003498,CUST09148,Auto Loan,122240.65,49,7.96,2024-07-19,Vehicle,202478.84,2930.26,Vehicle Purchase,659.0,0.237,0.604,0,0,Current,0,Low,974.03,Pooja Wilson,31,Female,Indian,Business Owner,Salaried,Delhi,Telangana,Retail,Silver,Discounted,Advisor C,2019-06-13,403138.19,33594.85,910826.54,48977.53,533462.35,48355.87,4045.75,0.084,288615.1,5340.93,1493266.42,3.704,26-35,Lower Middle,7.1,Low,Fair,<=35%,60-80%,False,0.3,0.0
LOAN003499,CUST14908,Home Loan,1809747.32,232,10.56,2023-05-29,Property,2964835.13,18326.25,Home Purchase,699.0,0.729,0.61,2,42,Current,0,Medium,59627.12,Krishna Menon,38,Male,Asian,Shop Owner,Self Employed,Lucknow,Tamil Nadu,Retail,Jade,Standard,Advisor C,2020-12-13,617342.56,51445.21,947953.37,145444.12,463056.05,136702.72,42702.82,0.312,256369.05,19500.85,1556453.54,2.521,36-45,Lower Middle,5.6,Moderate,Good,>60%,60-80%,True,2.93,253293.78000000003
LOAN003500,CUST08648,Education Loan,1038756.96,81,11.64,2020-08-19,Unsecured,0.0,18574.18,Higher Education,775.0,0.068,,1,16,Current,0,Low,8582.58,Nisha Khan,34,Male,Indian,Lawyer,Business Owner,Kolkata,West Bengal,Retail,Platinum,Premium,Advisor E,2017-04-17,1969302.32,164108.53,5124706.9,865895.32,3039951.79,597297.67,183148.67,0.307,78491.43,5629.94,9030554.01,4.586,26-35,High,9.3,Moderate,Very Good,<=35%,,True,0.53,0.0
LOAN003501,CUST09463,Personal Loan,266815.52,43,16.49,2022-12-01,Unsecured,0.0,8259.09,Personal Expense,630.0,0.457,,3,39,Current,0,Medium,16139.95,Vikram Khan,50,Male,Indian,Teacher,Salaried,Hyderabad,Uttar Pradesh,Retail,Silver,Discounted,Advisor B,2016-03-21,588329.86,49027.49,1254105.21,125980.34,698730.15,82167.03,34049.12,0.414,35526.8,16797.33,2078815.7,3.533,46-55,Lower Middle,10.3,Moderate,Fair,45-60%,,True,0.45,0.0
LOAN003502,CUST04646,Home Loan,5207797.12,242,8.64,2019-11-02,Property,6765680.23,45515.86,Home Purchase,660.0,0.474,0.77,0,0,Current,0,Low,95628.45,Maya Das,54,Female,American,Consultant,Salaried,Chennai,Gujarat,Priority,Gold,Standard,Advisor C,2022-12-29,1205385.91,100448.83,1626813.01,250090.02,955292.45,434199.48,58855.0,0.136,265545.27,10015.85,2832195.48,2.35,46-55,Middle,3.6,Low,Fair,45-60%,60-80%,False,4.32,2375601.64
LOAN003503,CUST08623,Home Loan,2876945.84,248,9.32,2022-06-09,Property,3739941.36,26188.76,Home Purchase,695.0,0.751,0.769,5,159,Defaulted,1,High,114725.96,Krishna Chatterjee,34,Male,Indian,Factory Supervisor,Self Employed,Bengaluru,Gujarat,Retail,Jade,Standard,Advisor D,2000-03-27,609520.61,50793.38,920196.56,171851.03,257627.44,117131.13,30807.03,0.263,405172.96,12344.11,1349675.03,2.214,26-35,Lower Middle,26.3,Low,Good,>60%,60-80%,True,4.72,1527270.8099999998
LOAN003504,CUST13979,Auto Loan,241311.24,49,8.4,2024-01-16,Vehicle,475858.2,5834.55,Vehicle Purchase,771.0,0.254,0.507,0,0,Paid Off,0,Low,1856.14,Neha Mehta,43,Male,Indian,Data Analyst,Salaried,Bengaluru,Gujarat,Priority,Silver,Standard,Advisor B,2011-08-30,395864.07,32988.67,764552.65,72198.26,288319.37,140428.41,56534.68,0.403,221568.45,2373.79,1125070.28,2.842,36-45,Low,14.9,Moderate,Very Good,<=35%,<=60%,False,0.61,0.0
LOAN003505,CUST10618,Home Loan,4711132.04,244,8.29,2021-08-17,Property,8161109.5,40002.75,Home Purchase,745.0,0.511,0.577,3,99,Defaulted,1,Medium,81504.53,Aadhya Khan,54,Male,European,Data Analyst,Business Owner,Ahmedabad,Uttar Pradesh,Private Banking,Platinum,Standard,Advisor E,2015-03-18,1324997.12,110416.43,4189543.35,636042.3,1623567.0,358323.3,53016.51,0.148,281554.28,17699.32,6449152.65,4.867,46-55,Middle,11.4,Low,Very Good,45-60%,<=60%,True,3.56,0.0
LOAN003506,CUST06961,Personal Loan,232169.97,36,14.46,2019-09-15,Unsecured,0.0,7986.99,Personal Expense,593.0,0.656,,4,92,Late,0,High,23875.42,Karan Roy,56,Male,Indian,Teacher,Self Employed,Mumbai,Maharashtra,Retail,Jade,Standard,Advisor B,2018-03-31,746443.02,62203.58,1479357.68,68489.0,690236.36,162605.41,39336.23,0.242,366155.44,31646.39,2238083.04,2.998,56-65,Lower Middle,8.3,Low,Fair,>60%,,True,0.31,0.0
LOAN003507,CUST01830,Home Loan,2230249.66,234,8.79,2018-03-26,Property,3789131.64,19953.41,Home Purchase,685.0,0.564,0.589,2,44,Current,0,Medium,45352.79,Neha Cunningham,61,Female,American,Consultant,Salaried,Bengaluru,Delhi,Retail,Gold,Standard,Advisor F,2007-03-03,658481.88,54873.49,1739359.52,77570.6,1052413.97,217877.63,72695.13,0.334,170190.76,15275.37,2869344.09,4.358,56-65,Lower Middle,19.4,Moderate,Good,45-60%,<=60%,True,3.39,0.0
LOAN003508,CUST01826,Home Loan,1111704.44,251,8.07,2025-10-06,Property,2003253.1,9183.87,Home Purchase,711.0,0.383,0.555,1,16,Current,0,Low,13017.92,Rahul Wilson,38,Male,Indian,Teacher,Salaried,Pune,Maharashtra,Retail,Silver,Standard,Advisor D,2006-08-24,631438.84,52619.9,712576.37,36103.03,357647.87,127446.04,8352.18,0.066,128240.44,9599.42,1106327.27,1.752,36-45,Lower Middle,19.9,Low,Good,35-45%,<=60%,True,1.76,5377.1699999999255
LOAN003509,CUST05931,Home Loan,5652825.74,239,7.91,2019-05-12,Property,7324770.05,47047.14,Home Purchase,668.0,0.588,0.772,0,0,Current,0,Medium,143809.97,Shaurya Nair,43,Female,Indian,Shop Owner,Salaried,Hyderabad,Gujarat,Priority,Gold,Standard,Advisor D,2014-09-24,1585092.62,132091.05,3124905.1,572633.09,1835021.9,406324.33,98544.23,0.243,160588.82,22383.41,5532560.09,3.49,36-45,High,11.8,Low,Fair,45-60%,60-80%,False,3.57,120265.65000000037
LOAN003510,CUST10276,Home Loan,4391501.56,249,8.38,2024-04-15,Property,5475291.18,37253.23,Home Purchase,673.0,0.832,0.802,1,24,Current,0,Medium,223342.25,Aditya Cunningham,63,Female,Indian,Government Officer,Salaried,Hyderabad,Rajasthan,Retail,Gold,Standard,Advisor F,2007-10-31,785040.51,65420.04,1913396.96,194648.9,616552.43,268420.98,68883.83,0.257,223047.31,16432.34,2724598.29,3.471,56-65,Lower Middle,18.7,Low,Good,>60%,80-95%,True,5.59,1666903.2699999996
LOAN003511,CUST10993,Business Loan,4184793.18,91,12.49,2022-04-18,Property,7125259.53,71374.6,Business Expansion,732.0,0.751,0.587,3,48,Current,0,Medium,278820.32,Aarav Khan,46,Female,Indian,Architect,Business Owner,Delhi,Delhi,Private Banking,Silver,Discounted,Advisor C,2001-03-11,2157066.98,179755.58,5388841.91,924306.26,2447805.95,273001.49,25568.0,0.094,151468.95,70952.12,8760954.12,4.062,46-55,High,25.4,Low,Good,>60%,<=60%,True,1.94,0.0
LOAN003512,CUST01301,Personal Loan,374732.18,43,15.84,2023-06-19,Unsecured,0.0,11476.54,Personal Expense,689.0,0.456,,0,0,Current,0,Low,9671.69,Vivaan Menon,41,Male,American,Shop Owner,Salaried,Bengaluru,West Bengal,Retail,Jade,Standard,Advisor A,2019-07-05,734678.14,61223.18,621782.95,75895.99,230169.57,144486.7,51393.4,0.356,168642.22,22386.22,927848.51,1.263,36-45,Lower Middle,7.1,Moderate,Good,45-60%,,False,0.51,0.0
LOAN003513,CUST13088,Education Loan,248352.59,64,14.02,2024-12-20,Unsecured,0.0,5532.05,Higher Education,643.0,0.513,,1,9,Current,0,Medium,17502.38,Nisha Gupta,39,Female,Indian,Business Owner,Salaried,Ahmedabad,West Bengal,Retail,Silver,Premium,Advisor E,2024-02-12,563146.65,46928.89,1222547.3,130656.37,623547.7,103337.34,47766.24,0.462,27202.54,16133.62,1976751.37,3.51,36-45,Lower Middle,2.4,Moderate,Fair,45-60%,,True,0.44,0.0
LOAN003514,CUST06717,Home Loan,2710571.58,233,8.17,2022-01-05,Property,5379738.16,23235.86,Home Purchase,706.0,0.412,0.504,0,0,Current,0,Low,76216.86,Neha Kapoor,38,Female,Indian,Shop Owner,Salaried,Kolkata,Delhi,Private Banking,Jade,Premium,Advisor F,2021-12-14,1701600.49,141800.04,2002015.27,165408.03,744944.39,634869.31,196845.22,0.31,125074.49,84490.32,2912367.69,1.712,36-45,High,4.6,Moderate,Good,35-45%,<=60%,False,1.59,0.0
LOAN003515,CUST13199,Personal Loan,1089153.58,25,14.89,2018-04-03,Unsecured,0.0,50939.83,Personal Expense,639.0,0.4,,4,100,Current,0,Medium,56271.59,Aanya Rao,61,Male,Indian,Doctor,Salaried,Chennai,Karnataka,Retail,Platinum,Premium,Advisor E,2016-07-09,1987797.81,165649.82,3746113.04,533331.11,1192723.38,552240.27,51814.41,0.094,148461.39,26221.7,5472167.53,2.753,56-65,High,10.0,Low,Fair,35-45%,,True,0.55,0.0
LOAN003516,CUST05351,Home Loan,1404844.49,241,8.37,2025-02-07,Property,1673326.2,12056.81,Home Purchase,632.0,0.661,0.84,3,69,Current,0,Medium,102338.8,Meera Cunningham,28,Male,Indian,Software Engineer,Self Employed,Jaipur,Rajasthan,Priority,Gold,Standard,Advisor E,2000-10-14,428704.73,35725.39,1222509.47,53373.74,413511.38,105765.41,54122.1,0.512,220315.97,12749.6,1689394.59,3.941,26-35,Lower Middle,25.8,Moderate,Fair,>60%,80-95%,True,3.28,0.0
LOAN003517,CUST00304,Home Loan,5122110.35,241,8.79,2021-03-16,Property,8162116.15,45326.26,Home Purchase,694.0,1.056,0.628,3,158,Written Off,1,High,403080.89,Nisha Rao,52,Male,Indian,Consultant,Business Owner,Mumbai,Telangana,Retail,Jade,Standard,Advisor A,2011-03-10,1567162.5,130596.88,2726969.79,334296.78,906921.09,236960.21,34615.87,0.146,76936.92,79805.28,3968187.66,2.532,46-55,High,15.4,Low,Good,>60%,60-80%,True,3.27,1153922.6899999995
LOAN003518,CUST13653,Auto Loan,307659.06,53,10.69,2025-09-16,Vehicle,439443.82,7308.03,Vehicle Purchase,685.0,0.485,0.7,0,0,Current,0,Low,5491.3,Shawn Iyer,34,Female,Indian,Consultant,Self Employed,Mumbai,Gujarat,Retail,Jade,Premium,Advisor C,2023-09-30,585069.79,48755.82,892012.42,73259.38,574289.58,170561.46,31284.4,0.183,501545.83,17568.3,1539561.38,2.631,26-35,Lower Middle,2.8,Low,Good,45-60%,60-80%,False,0.53,0.0
LOAN003519,CUST02632,Business Loan,1948974.82,86,12.84,2025-10-07,Property,2438303.34,34779.43,Business Expansion,647.0,0.61,0.799,4,92,Current,0,Medium,220048.16,Aadhya Chatterjee,34,Female,Indian,Accountant,Self Employed,Jaipur,West Bengal,Retail,Gold,Standard,Advisor C,2019-08-08,874386.72,72865.56,1380947.84,193619.72,820795.9,122736.15,26179.06,0.213,49013.46,8046.14,2395363.46,2.739,26-35,Middle,7.0,Low,Fair,>60%,60-80%,True,2.23,0.0
LOAN003520,CUST11300,Business Loan,2756126.05,89,12.84,2021-06-01,Unsecured,0.0,48172.17,Business Expansion,674.0,0.815,,3,42,Current,0,Medium,372481.4,Nisha Roy,55,Female,Indian,Sales Manager,Salaried,Bengaluru,Maharashtra,Private Banking,Jade,Standard,Advisor A,2001-03-02,1438023.61,119835.3,1969054.45,82361.26,900353.75,188557.67,87872.21,0.466,184951.32,52619.45,2951769.46,2.053,46-55,Middle,25.4,Moderate,Good,>60%,,True,1.92,0.0
LOAN003521,CUST10528,Personal Loan,169583.87,29,14.74,2020-01-26,Unsecured,0.0,6986.42,Personal Expense,700.0,0.083,,0,0,Current,0,Low,1464.88,Kiara Wilson,72,Female,Indian,Retired,Salaried,Mumbai,Gujarat,Private Banking,Silver,Standard,Advisor E,2023-04-25,498298.37,41524.86,843519.76,42208.48,340226.66,124768.89,36326.68,0.291,255313.94,1868.57,1225954.9,2.46,66+,Lower Middle,3.2,Low,Good,<=35%,,False,0.34,0.0
LOAN003522,CUST02478,Home Loan,2539168.07,244,8.06,2023-08-03,Property,4012252.29,21193.05,Home Purchase,639.0,0.757,0.633,3,75,Restructured,0,Medium,201083.78,Aarav Verma,56,Male,Indian,Unknown,Contract,Mumbai,Karnataka,Retail,Silver,Premium,Advisor F,2005-09-23,588430.78,49035.9,1365941.55,84294.64,860447.59,180397.81,48242.94,0.267,125280.05,13934.95,2310683.78,3.927,56-65,Lower Middle,20.8,Low,Fair,>60%,60-80%,True,4.32,228484.29000000004
LOAN003523,CUST01933,Business Loan,3179758.49,74,12.54,2021-02-23,Property,4373850.7,61917.54,Business Expansion,682.0,0.772,0.727,4,157,Written Off,1,High,247697.29,Aadhya Roy,45,Male,European,Government Officer,Business Owner,Kolkata,Rajasthan,Priority,Silver,Standard,Advisor E,2011-05-20,2060612.08,171717.67,4998523.49,885332.36,3246872.99,408048.24,54833.81,0.134,464902.06,63811.29,9130728.84,4.431,36-45,High,15.2,Low,Good,>60%,60-80%,True,1.54,0.0
LOAN003524,CUST02236,Business Loan,757921.34,74,11.21,2018-12-28,Unsecured,0.0,14232.88,Business Expansion,629.0,0.775,,3,57,Current,0,Medium,281716.24,Vikram Wilson,56,Female,Indian,Teacher,Retired,Bengaluru,West Bengal,Priority,Jade,Standard,Advisor E,2003-09-27,560658.98,46721.58,1130616.25,212624.69,344439.51,69177.13,51231.39,0.741,411981.59,18327.23,1687680.45,3.01,56-65,Lower Middle,22.8,High,Fair,>60%,,True,1.35,0.0
LOAN003525,CUST10742,Personal Loan,1169743.65,30,13.14,2024-07-23,Unsecured,0.0,45957.01,Personal Expense,702.0,0.691,,0,0,Current,0,Low,58938.05,Ayaan Khan,72,Female,Indian,Shop Owner,Business Owner,Hyderabad,Maharashtra,Priority,Jade,Standard,Advisor E,2001-03-30,2208140.32,184011.69,4010414.7,197852.42,1101966.34,531392.67,60471.91,0.114,1299288.6,70239.91,5310233.46,2.405,66+,High,25.3,Low,Good,>60%,,False,0.53,0.0
LOAN003526,CUST11646,Personal Loan,197405.28,43,12.72,2020-05-29,Fixed Deposit,269141.86,5740.15,Personal Expense,667.0,0.462,0.733,0,0,Current,0,Low,3394.22,Meera Cunningham,51,Female,Indian,Data Analyst,Salaried,Chennai,Delhi,Retail,Gold,Standard,Advisor C,2014-11-23,734992.92,61249.41,2241140.19,289668.73,625333.97,218521.33,20469.68,0.094,602427.64,18530.21,3156142.89,4.294,46-55,Lower Middle,11.7,Low,Fair,45-60%,60-80%,False,0.27,0.0
LOAN003527,CUST09137,Auto Loan,980333.53,55,10.54,2018-04-09,Vehicle,1480861.35,22551.51,Vehicle Purchase,639.0,0.604,0.662,2,18,Current,0,Medium,53935.5,Neha Rao,28,Male,American,Data Analyst,Self Employed,Lucknow,West Bengal,Retail,Jade,Discounted,Advisor B,2014-02-05,1075520.55,89626.71,892420.28,55747.71,434186.18,400018.09,54922.82,0.137,66346.64,29944.69,1382354.17,1.285,26-35,Middle,12.5,Low,Fair,>60%,60-80%,True,0.91,0.0
LOAN003528,CUST10088,Home Loan,3908184.02,248,8.6,2024-11-22,Property,6803137.91,30543.49,Home Purchase,656.0,0.264,0.574,4,80,Current,0,Medium,157792.1,Shaurya Iyer,51,Female,Indian,Nurse,Salaried,Jaipur,Gujarat,Priority,Platinum,Standard,Advisor B,2003-06-08,1656695.12,138057.93,2949556.38,148867.32,1357724.84,332357.06,231617.58,0.697,834091.38,6931.97,4456148.54,2.69,46-55,High,23.1,High,Fair,<=35%,<=60%,True,2.36,0.0
LOAN003529,CUST11040,Business Loan,1380786.75,91,13.39,2021-08-08,Business Asset,1680003.3,24236.61,Business Expansion,674.0,0.726,0.822,3,33,Current,0,Medium,103029.43,Aditya Das,76,Male,Indian,Self Employed,Retired,Delhi,Delhi,Priority,Platinum,Standard,Advisor A,2009-03-18,722221.43,60185.12,2741676.57,512339.09,928043.99,92232.9,18440.71,0.2,192008.87,20447.08,4182059.65,5.791,66+,Lower Middle,17.3,Low,Good,>60%,80-95%,True,1.91,0.0
LOAN003530,CUST08112,Home Loan,5334562.53,247,9.0,2022-05-01,Property,10227176.72,47513.08,Home Purchase,661.0,0.673,0.522,0,0,Current,0,Medium,139572.98,Aditya Wilson,48,Female,European,Shop Owner,Salaried,Lucknow,Maharashtra,Retail,Silver,Standard,Advisor A,2014-07-23,1101056.63,91754.72,2287645.85,365564.94,708566.36,178795.67,67212.52,0.376,48552.48,24766.46,3361777.15,3.053,46-55,Middle,12.0,Moderate,Fair,>60%,<=60%,False,4.84,1972785.3800000004
LOAN003531,CUST13297,Home Loan,1482127.42,232,9.59,2024-02-18,Property,2073165.51,14063.25,Home Purchase,710.0,0.422,0.715,0,0,Paid Off,0,Low,22344.87,Riya Patel,61,Male,Indian,Accountant,Salaried,Lucknow,Maharashtra,Retail,Jade,Standard,Advisor C,2022-01-02,466925.01,38910.42,829601.25,127907.77,523771.66,138102.27,38666.76,0.28,140731.77,4044.8,1481280.68,3.172,56-65,Lower Middle,4.6,Low,Good,35-45%,60-80%,False,3.17,846.7399999999907
LOAN003532,CUST00488,Personal Loan,480808.37,24,15.69,2021-11-21,Unsecured,0.0,23470.72,Personal Expense,696.0,0.618,,0,0,Current,0,Low,19732.65,Nisha Bose,63,Female,European,Accountant,Salaried,Delhi,Maharashtra,Retail,Silver,Standard,Advisor C,2012-10-08,624713.06,52059.42,1317849.07,231183.16,431993.51,112176.11,7525.7,0.067,310502.51,8902.04,1981025.74,3.171,56-65,Lower Middle,13.8,Low,Good,>60%,,False,0.77,0.0
LOAN003533,CUST06250,Personal Loan,255487.63,28,13.66,2022-12-07,Unsecured,0.0,10707.23,Personal Expense,762.0,0.091,,0,0,Current,0,Low,2259.87,Rahul Roy,41,Female,Indian,Self Employed,Business Owner,Ahmedabad,Telangana,Retail,Gold,Standard,Advisor B,2023-07-04,1112167.18,92680.6,1512867.9,122310.65,951254.02,146418.6,15576.92,0.106,167981.73,6440.59,2586432.57,2.326,36-45,Middle,3.1,Low,Very Good,<=35%,,False,0.23,0.0
